"Cohort"	"Form.Name"	"Form.Type"	"Table.Name"	"Variable.Name"	"Variable.Description"	"Data.Type"	"Code"	"Code.Description"	"Specify"	"FixedUnit"	"Logline"	"LowerRange"	"UpperRange"
"2890"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"ONSTEROI"	"IF Yes, has the subject previously taken glucocorticoids in the past 12 months (if baseline) or since last visit (if follow-up) but are not currently taking at this visit?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2891"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"ONSTEROI"	"IF Yes, has the subject previously taken glucocorticoids in the past 12 months (if baseline) or since last visit (if follow-up) but are not currently taking at this visit?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2892"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"ONSTEROI"	"IF Yes, has the subject previously taken glucocorticoids in the past 12 months (if baseline) or since last visit (if follow-up) but are not currently taking at this visit?"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2893"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"NUMCOURS"	"IF Yes, Number of Courses:"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"2894"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"RECCOUDT"	"IF Yes, Start Date of Most Recent Course:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2895"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"ENCOURDT"	"IF Yes, End Date of Most Recent Course:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2896"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STEROUTE"	"IF Yes, Route:"	"RadioButton"	"1"	"PO"	"FALSE"	NA	"FALSE"	NA	NA
"2897"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STEROUTE"	"IF Yes, Route:"	"RadioButton"	"2"	"IV"	"FALSE"	NA	"FALSE"	NA	NA
"2898"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STEROUTE"	"IF Yes, Route:"	"RadioButton"	"3"	"Both"	"FALSE"	NA	"FALSE"	NA	NA
"2899"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"MAXDLDOS"	"IF Yes, Maximum Daily Dose:"	"Text"	NA	NA	NA	"mg"	"FALSE"	NA	NA
"2900"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STERMEDS"	"IF Yes, Select Medication:"	"SearchList"	"1"	"Methylprednisolone"	"FALSE"	NA	"FALSE"	NA	NA
"2901"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STERMEDS"	"IF Yes, Select Medication:"	"SearchList"	"2"	"Prednisolone"	"FALSE"	NA	"FALSE"	NA	NA
"2902"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STERMEDS"	"IF Yes, Select Medication:"	"SearchList"	"3"	"Prednisone"	"FALSE"	NA	"FALSE"	NA	NA
"2903"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STERMEDS"	"IF Yes, Select Medication:"	"SearchList"	"98"	"Other, specify"	"TRUE"	NA	"FALSE"	NA	NA
"2904"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"TAKESTER"	"Is the subject currently taking a glucocorticoid (steroid) for the treatment of rheumatologic disease (NOT IV pulse doses)?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2905"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"TAKESTER"	"Is the subject currently taking a glucocorticoid (steroid) for the treatment of rheumatologic disease (NOT IV pulse doses)?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2906"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"TAKESTER"	"Is the subject currently taking a glucocorticoid (steroid) for the treatment of rheumatologic disease (NOT IV pulse doses)?"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2907"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STERODTC"	"IF Yes, Start date"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2908"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"STEROONG"	"OR"	"CheckBox"	NA	NA	NA	"Ongoing since last visit"	"FALSE"	NA	NA
"2909"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURNTMED"	"IF Yes, Select medication:"	"SearchList"	"1"	"Methylprednisolone"	"FALSE"	NA	"FALSE"	NA	NA
"2910"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURNTMED"	"IF Yes, Select medication:"	"SearchList"	"2"	"Prednisolone"	"FALSE"	NA	"FALSE"	NA	NA
"2911"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURNTMED"	"IF Yes, Select medication:"	"SearchList"	"3"	"Prednisone"	"FALSE"	NA	"FALSE"	NA	NA
"2912"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURNTMED"	"IF Yes, Select medication:"	"SearchList"	"98"	"Other, specify"	"TRUE"	NA	"FALSE"	NA	NA
"2913"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CUROUTE"	"IF Yes, Route:"	"RadioButton"	"1"	"PO"	"FALSE"	NA	"FALSE"	NA	NA
"2914"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CUROUTE"	"IF Yes, Route:"	"RadioButton"	"2"	"IV"	"FALSE"	NA	"FALSE"	NA	NA
"2915"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURNTDOS"	"IF Yes, Dose:"	"Text"	NA	NA	NA	"mg"	"FALSE"	NA	NA
"2916"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"1"	"Daily"	"FALSE"	NA	"FALSE"	NA	NA
"2917"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"2"	"2x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2918"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"3"	"3x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2919"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"4"	"4x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2920"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"5"	"Every other day"	"FALSE"	NA	"FALSE"	NA	NA
"2921"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CURTFREQ"	"IF Yes, Frequency"	"SearchList"	"98"	"Other, Specify:"	"TRUE"	NA	"FALSE"	NA	NA
"2922"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INJECTON"	"Has subject [ever-baseline/since last visit-follow-up] received intra- articular glucocorticoid (steroid) injections?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2923"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INJECTON"	"Has subject [ever-baseline/since last visit-follow-up] received intra- articular glucocorticoid (steroid) injections?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2924"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INJECTON"	"Has subject [ever-baseline/since last visit-follow-up] received intra- articular glucocorticoid (steroid) injections?"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2925"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INJTMANY"	"IF Yes, How many?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"2926"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INTRAVIS"	"Did the subject receive intra- articular glucocorticoid injections at this visit?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2927"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INTRAVIS"	"Did the subject receive intra- articular glucocorticoid injections at this visit?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2928"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INTRAVIS"	"Did the subject receive intra- articular glucocorticoid injections at this visit?"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2929"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"INTRAMNY"	"IF Yes, How many?"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"2930"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIDOSPLS"	"Has the subject [ever-baseline/since last visit-follow-up] received high- dose \"pulse\" IV glucocorticoids? (e.g., 30mg/kg of methylprednisolone)"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2931"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIDOSPLS"	"Has the subject [ever-baseline/since last visit-follow-up] received high- dose \"pulse\" IV glucocorticoids? (e.g., 30mg/kg of methylprednisolone)"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2932"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIDOSPLS"	"Has the subject [ever-baseline/since last visit-follow-up] received high- dose \"pulse\" IV glucocorticoids? (e.g., 30mg/kg of methylprednisolone)"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2933"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CRNTHIPL"	"IF Yes, has the subject received “pulse” IV glucocorticoids in the past 12 months if baseline; since last visit if follow-up?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2934"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CRNTHIPL"	"IF Yes, has the subject received “pulse” IV glucocorticoids in the past 12 months if baseline; since last visit if follow-up?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2935"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"CRNTHIPL"	"IF Yes, has the subject received “pulse” IV glucocorticoids in the past 12 months if baseline; since last visit if follow-up?"	"RadioButton"	"99"	"Unknown"	"FALSE"	NA	"FALSE"	NA	NA
"2936"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSDTC"	"IF Yes, Start date"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2937"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLEDTC"	"IF Yes, End Date:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2938"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSONG"	"OR"	"CheckBox"	NA	NA	NA	"Ongoing"	"FALSE"	NA	NA
"2939"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"1"	"Daily"	"FALSE"	NA	"FALSE"	NA	NA
"2940"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"2"	"2x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2941"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"3"	"3x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2942"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"4"	"4x/day"	"FALSE"	NA	"FALSE"	NA	NA
"2943"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"5"	"Every other day"	"FALSE"	NA	"FALSE"	NA	NA
"2944"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"6"	"2x / wk"	"FALSE"	NA	"FALSE"	NA	NA
"2945"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"7"	"Weekly"	"FALSE"	NA	"FALSE"	NA	NA
"2946"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"8"	"Every other week"	"FALSE"	NA	"FALSE"	NA	NA
"2947"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"9"	"Every month"	"FALSE"	NA	"FALSE"	NA	NA
"2948"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"10"	"As needed"	"FALSE"	NA	"FALSE"	NA	NA
"2949"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"11"	"One time"	"FALSE"	NA	"FALSE"	NA	NA
"2950"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"12"	"3 consecutive daily doses/month"	"FALSE"	NA	"FALSE"	NA	NA
"2951"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSFRQ"	"IF Ongoing, Frequency"	"SearchList"	"98"	"Other, Specify:"	"TRUE"	NA	"FALSE"	NA	NA
"2952"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"NUMPLSDO"	"IF Yes, Number of Pulse Doses in [in last 12 months-baseline/since last visit-follow-up]:"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"2953"	"Registry - All"	"Steroids"	"Visit Form"	"STEROIDS"	"HIPLSDOS"	"IF Yes, Total Daily Dose:"	"Text"	NA	NA	NA	"mg"	"FALSE"	NA	NA
"2954"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"TANRBRST"	"Tanner breast stage (female only)"	"Text"	NA	NA	NA	NA	"FALSE"	"1"	"5"
"2955"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"TANRHAIR"	"Tanner pubic hair (female)"	"Text"	NA	NA	NA	NA	"FALSE"	"1"	"5"
"2956"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"TANRHARM"	"Tanner pubic hair (male)"	"Text"	NA	NA	NA	NA	"FALSE"	"1"	"5"
"2957"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"TANRGENT"	"Tanner genital stage (male only)"	"Text"	NA	NA	NA	NA	"FALSE"	"1"	"5"
"2958"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"FACPNSCL"	"Faces Pain Scale"	"Text"	NA	NA	NA	NA	"FALSE"	"0"	"10"
"2959"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"CHAQINDX"	"CHAQ disability Index"	"Text"	NA	NA	NA	NA	"FALSE"	"0"	"3"
"2960"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"0"	"0"	"FALSE"	NA	"FALSE"	NA	NA
"2961"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"1"	"1"	"FALSE"	NA	"FALSE"	NA	NA
"2962"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"2"	"2"	"FALSE"	NA	"FALSE"	NA	NA
"2963"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"3"	"3"	"FALSE"	NA	"FALSE"	NA	NA
"2964"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"4"	"4"	"FALSE"	NA	"FALSE"	NA	NA
"2965"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"5"	"5"	"FALSE"	NA	"FALSE"	NA	NA
"2966"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"6"	"6"	"FALSE"	NA	"FALSE"	NA	NA
"2967"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"7"	"7"	"FALSE"	NA	"FALSE"	NA	NA
"2968"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"8"	"8"	"FALSE"	NA	"FALSE"	NA	NA
"2969"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"9"	"9"	"FALSE"	NA	"FALSE"	NA	NA
"2970"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"10"	"10"	"FALSE"	NA	"FALSE"	NA	NA
"2971"	"Registry - Retired Item"	"Questionnaires"	"Visit Form"	"PRO"	"DISACTRA"	"Disease Activity Rating"	"DropDownList"	"97"	"ND"	"FALSE"	NA	"FALSE"	NA	NA
"2972"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"PERSNCMP"	"Person completing Quality of Life questionnaires"	"RadioButton (Vertical)"	"1"	"Parent/Proxy (subject <8 years old or subject unable)"	"FALSE"	NA	"FALSE"	NA	NA
"2973"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"PERSNCMP"	"Person completing Quality of Life questionnaires"	"RadioButton (Vertical)"	"2"	"Subject (8 years or older)"	"FALSE"	NA	"FALSE"	NA	NA
"2974"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"QUALTRIC"	"Qualtrics PROs Completed"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2975"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"QUALTRIC"	"Qualtrics PROs Completed"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2976"	"Registry - All"	"Questionnaires"	"Visit Form"	"PRO"	"QUALTRIC"	"Qualtrics PROs Completed"	"RadioButton (Vertical)"	"95"	"Not Collected"	"FALSE"	NA	"FALSE"	NA	NA
"2977"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"POLYJIA"	"Has the subject had past or current treatment with any of the following medications for poly-JIA? (Chronic (not PRN) NSAIDs, Inta-articular, topical or intra-ocular steroids, Hydroxychloroquine)"	"RadioButton (Vertical)"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"2978"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"POLYJIA"	"Has the subject had past or current treatment with any of the following medications for poly-JIA? (Chronic (not PRN) NSAIDs, Inta-articular, topical or intra-ocular steroids, Hydroxychloroquine)"	"RadioButton (Vertical)"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"2979"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"CRONSAID"	"Chronic (not PRN) NSAIDs"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"2980"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"STEROIDS"	"Intra-articular, topical or intra-ocular steroids"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"2981"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"HYDRCHLO"	"Hydroxychloroquine"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"2982"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"CTP"	"Select the appropriate CTP as designated by the treating physician:"	"RadioButton (Vertical)"	"1"	"Plan A: Step up CTP (Disease modifying anti-rheumatic drug (DMARD) monotherapy now, stepping up to add a biologic medication later if needed)"	"FALSE"	NA	"FALSE"	NA	NA
"2983"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"CTP"	"Select the appropriate CTP as designated by the treating physician:"	"RadioButton (Vertical)"	"2"	"Plan B: Early Combination CTP (DMARD plus biologic medication started within one month of starting treatment)"	"FALSE"	NA	"FALSE"	NA	NA
"2984"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"CTP"	"Select the appropriate CTP as designated by the treating physician:"	"RadioButton (Vertical)"	"3"	"Plan C: Biologic First CTP (Biologic medication monotherapy at start of treatment)"	"FALSE"	NA	"FALSE"	NA	NA
"2985"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"CTPSTDAT"	"Enter the start date of the CTP:"	"DateTime"	NA	NA	NA	NA	"FALSE"	NA	NA
"2986"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFER"	"Patient/family preference"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"2987"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFSP"	"Patient/family preference selection"	"RadioButton (Vertical)"	"1"	"Prefers method of medication administration"	"FALSE"	NA	"FALSE"	NA	NA
"2988"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFSP"	"Patient/family preference selection"	"RadioButton (Vertical)"	"2"	"Concern about side effects of DMARDs"	"FALSE"	NA	"FALSE"	NA	NA
"2989"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFSP"	"Patient/family preference selection"	"RadioButton (Vertical)"	"3"	"Concern about side effects of biologics"	"FALSE"	NA	"FALSE"	NA	NA
"2990"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFSP"	"Patient/family preference selection"	"RadioButton (Vertical)"	"4"	"Concern about safety of treatment"	"FALSE"	NA	"FALSE"	NA	NA
"2991"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PTPREFSP"	"Patient/family preference selection"	"RadioButton (Vertical)"	"98"	"Other"	"FALSE"	NA	"FALSE"	NA	NA
"2992"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPREF"	"Physician preference"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"2993"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"1"	"Site always uses this treatment approach"	"FALSE"	NA	"FALSE"	NA	NA
"2994"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"2"	"Most comfortable with this treatment"	"FALSE"	NA	"FALSE"	NA	NA
"2995"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"3"	"This treatment works best"	"FALSE"	NA	"FALSE"	NA	NA
"2996"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"4"	"This treatment is safest"	"FALSE"	NA	"FALSE"	NA	NA
"2997"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"5"	"This treatment is best tolerated"	"FALSE"	NA	"FALSE"	NA	NA
"2998"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"PHYPRESP"	"Physician preference selection"	"RadioButton (Vertical)"	"98"	"Other"	"FALSE"	NA	"FALSE"	NA	NA
"2999"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"ADHERENC"	"Concern about adherence"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"3000"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"ADHERESP"	"Concern about adherence selection"	"RadioButton (Vertical)"	"1"	"Concern about adherence with oral medications"	"FALSE"	NA	"FALSE"	NA	NA
"3001"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"ADHERESP"	"Concern about adherence selection"	"RadioButton (Vertical)"	"2"	"Concern about adherence with self-injected medications"	"FALSE"	NA	"FALSE"	NA	NA
"3002"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"ADHERESP"	"Concern about adherence selection"	"RadioButton (Vertical)"	"3"	"Previous non compliance"	"FALSE"	NA	"FALSE"	NA	NA
"3003"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"ADHERESP"	"Concern about adherence selection"	"RadioButton (Vertical)"	"98"	"Other"	"FALSE"	NA	"FALSE"	NA	NA
"3004"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"COVERED"	"Cost or insurance issues"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"3005"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"OTPHYRES"	"Other"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"3006"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"OTPTREAS"	"Other patient/family reason"	"CheckBox"	NA	NA	NA	NA	"FALSE"	NA	NA
"3007"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"JADASBSE"	"JADAS score"	"Text"	NA	NA	NA	NA	"FALSE"	NA	NA
"3008"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"STPREDNS"	"Is the subject starting prednisone at this visit?"	"RadioButton"	"0"	"No"	"FALSE"	NA	"FALSE"	NA	NA
"3009"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"STPREDNS"	"Is the subject starting prednisone at this visit?"	"RadioButton"	"1"	"Yes"	"FALSE"	NA	"FALSE"	NA	NA
"3010"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"STPREDY"	"If YES, indicate which prednisone dosing and tapering plan will be used (see Glucocorticoid Tapering tables):"	"RadioButton (Vertical)"	"1"	"Option 1 LOW DOSE PREDNISONE: Starting dose 0.2 mg/kg with 2 week taper"	"FALSE"	NA	"FALSE"	NA	NA
"3011"	"STOP-JIA"	"STOP-JIA CTP Baseline"	"Visit Form"	"TREATMT"	"STPREDY"	"If YES, indicate which prednisone dosing and tapering plan will be used (see Glucocorticoid Tapering tables):"	"RadioButton (Vertical)"	"2"	"Option 2 MEDIUM DOSE PREDNISONE: Starting dose 0.5 mg/kg with one month taper"	"FALSE"	NA	"FALSE"	NA	NA
